item,itemID,type,choices,complexity_category,definition,gloss
person,item_702,PEOPLE *or words used in your family,produces; doesn't produce,,person,person
fear,item_703,PEOPLE *or words used in your family,produces; doesn't produce,,fear,person
man,item_704,PEOPLE *or words used in your family,produces; doesn't produce,,man,man
feardóiteáin,item_705,PEOPLE *or words used in your family,produces; doesn't produce,,feardóiteáin,man
fireman,item_706,PEOPLE *or words used in your family,produces; doesn't produce,,fireman,fireman
feargrinn,item_707,PEOPLE *or words used in your family,produces; doesn't produce,,feargrinn,fireman
clown,item_708,PEOPLE *or words used in your family,produces; doesn't produce,,clown,clown
fearanphoist,item_709,PEOPLE *or words used in your family,produces; doesn't produce,,fearanphoist,clown
postman,item_710,PEOPLE *or words used in your family,produces; doesn't produce,,postman,postman
feirmeoir,item_711,PEOPLE *or words used in your family,produces; doesn't produce,,feirmeoir,postman
farmer,item_712,PEOPLE *or words used in your family,produces; doesn't produce,,farmer,farmer
fiaclóir,item_713,PEOPLE *or words used in your family,produces; doesn't produce,,fiaclóir,farmer
dentist,item_714,PEOPLE *or words used in your family,produces; doesn't produce,,dentist,dentist
garda,item_715,PEOPLE *or words used in your family,produces; doesn't produce,,garda,dentist
policeman,item_716,PEOPLE *or words used in your family,produces; doesn't produce,,policeman_guard,zoo
gruagaire,item_717,PEOPLE *or words used in your family,produces; doesn't produce,,gruagaire,zoo
hairdresser,item_718,PEOPLE *or words used in your family,produces; doesn't produce,,hairdresser,hairdresser
leanbh,item_719,PEOPLE *or words used in your family,produces; doesn't produce,,leanbh_babaí,hairdresser
baby,item_720,PEOPLE *or words used in your family,produces; doesn't produce,,baby,baby
mamaí,item_721,PEOPLE *or words used in your family,produces; doesn't produce,,mamaí_mammy,mommy
mamó,item_722,PEOPLE *or words used in your family,produces; doesn't produce,,mamó,granny
granny,item_723,PEOPLE *or words used in your family,produces; doesn't produce,,granny,granny
múinteoir,item_724,PEOPLE *or words used in your family,produces; doesn't produce,,múinteoir,granny
teacher,item_725,PEOPLE *or words used in your family,produces; doesn't produce,,teacher,teacher
páiste,item_726,PEOPLE *or words used in your family,produces; doesn't produce,,páiste,teacher
child,item_727,PEOPLE *or words used in your family,produces; doesn't produce,,child,child
uncail,item_728,PEOPLE *or words used in your family,produces; doesn't produce,,uncail_uncle,uncle
amhrán,item_729,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,amhrán,uncle
song,item_730,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,song,song
gfranmuicínseo(no,item_731,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gfranmuicínseo(no_rann_eile）,song
thislittlepiggy,item_732,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,thislittlepiggy,this little pig
barróg,item_733,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,barróg,this little pig
hug,item_734,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,hug,hug
grbéarfaidhméort,item_735,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,grbéarfaidhméort,hug
gonnagetyou,item_736,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gonnagetyou,gonna get you
bricfeasta,item_737,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,bricfeasta,gonna get you
breakfast,item_738,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,breakfast,breakfast
castimpeall,item_739,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,castimpeall,breakfast
turnaround,item_740,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,turnaround,turn around
chímthú,item_741,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,chímthú,turn around
iseeyou,item_742,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,iseeyou,I see you 
chomhmór,item_743,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,chomhmór_mórmillteach,I see you 
sobig,item_744,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,sobig,so big
diadhuit,item_745,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,diadhuit,so big
hello,item_746,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,hello,hello
dinnéar,item_747,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,dinnéar,hello
dinner,item_748,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,dinner,dinner
folcadh,item_749,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,folcadh,dinner
bath,item_750,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,bath,bath
glaoch(gutháin0,item_751,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,glaoch(gutháin0,bath
phonecall(call),item_752,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,phonecall(call),phonecall(call)
(goraibh)maithagat,item_753,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,(goraibh)maithagat,phonecall(call)
thankyou,item_754,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,thankyou_thanks,thankyou
gráin,item_755,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gráin,thankyou
cuddle,item_756,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,cuddle,cuddle
gabhanseo,item_757,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gabhanseo_goitse,cuddle
cmere,item_758,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,cmere,c'mere
inaonchor,item_759,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,inaonchor,c'mere
atall,item_760,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,atall,at all
(is)maith,item_761,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,(is)maith_tiaghníonnle,at all
ilike,item_762,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,ilike,I like
(is)breáliom,item_763,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,(is)breáliom,I like
ilove,item_764,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,ilove,I love
(is)liomsaé,item_765,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,(is)liomsaé,I love
mine,item_766,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,mine,mine
másédothoil,item_767,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,másédothoil_ledothoil,mine
please,item_768,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,please,please
lón,item_769,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,lón,please
lunch,item_770,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,lunch,lunch
nímaith,item_771,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,grpnímaith,lunch
dontlike,item_772,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,dontlike,don't like
nfheadar,item_773,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,nfheadar,don't like
dunno,item_774,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,dunno,dunno
no,item_775,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,no_neó_ie,no
oíchemaith,item_776,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,oíchemaith,no
goodnight,item_777,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,goodnight,good night
póigín,item_778,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,póigín,good night
kiss,item_779,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,kiss,kiss
yea,item_780,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,yea_sea,yea
seachain,item_781,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,seachain,sea chain
lookout,item_782,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,lookout,lookout
shh,item_783,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,shh_shush_ie,shh
siopadóireacht,item_784,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,siopadóireacht,shh
shopping,item_785,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,shopping,shopping
slán,item_786,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,slán,shopping
bye,item_787,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,bye,bye
gfttabhardom,item_788,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gfttabhardom,bye
gimme,item_789,"GAMES, ROUTINES AND PHRASES",produces; doesn't produce,,gimme,gimme
abair,item_790,ACTION WORDS ,produces; doesn't produce,,abair,gimme
say,item_791,ACTION WORDS ,produces; doesn't produce,,say,say
aithin,item_792,ACTION WORDS ,produces; doesn't produce,,aithin,say
knowp,item_793,ACTION WORDS ,produces; doesn't produce,,knowp,?
ardaigh,item_794,ACTION WORDS ,produces; doesn't produce,,ardaigh,?
lift,item_795,ACTION WORDS ,produces; doesn't produce,,lift,lift
bain,item_796,ACTION WORDS ,produces; doesn't produce,,bain,lift
take,item_797,ACTION WORDS ,produces; doesn't produce,,take,take
beir(ar),item_798,ACTION WORDS ,produces; doesn't produce,,beir(ar),take
catch,item_799,ACTION WORDS ,produces; doesn't produce,,catch,catch
blais,item_800,ACTION WORDS ,produces; doesn't produce,,blais_tástáil,catch
taste,item_801,ACTION WORDS ,produces; doesn't produce,,taste,taste
bolaigh,item_802,ACTION WORDS ,produces; doesn't produce,,bolaigh,taste
smell,item_803,ACTION WORDS ,produces; doesn't produce,,smell,smell
bris,item_804,ACTION WORDS ,produces; doesn't produce,,bris,smell
break,item_805,ACTION WORDS ,produces; doesn't produce,,break,break
cuimil,item_806,ACTION WORDS ,produces; doesn't produce,,cuimil,break
wipe,item_807,ACTION WORDS ,produces; doesn't produce,,wipe,wipe
cuir,item_808,ACTION WORDS ,produces; doesn't produce,,cuir,wipe
put,item_809,ACTION WORDS ,produces; doesn't produce,,put,put
damhsaigh,item_810,ACTION WORDS ,produces; doesn't produce,,damhsaigh_rinc,put
dance,item_811,ACTION WORDS ,produces; doesn't produce,,dance,dance
dathaigh,item_812,ACTION WORDS ,produces; doesn't produce,,dathaigh,dance
colour,item_813,ACTION WORDS ,produces; doesn't produce,,colour,colour
déan,item_814,ACTION WORDS ,produces; doesn't produce,,déan_dein,colour
do,item_815,ACTION WORDS ,produces; doesn't produce,,do,do
doirt,item_816,ACTION WORDS ,produces; doesn't produce,,doirt_sil,do
spill,item_817,ACTION WORDS ,produces; doesn't produce,,spill,spill
dreap,item_818,ACTION WORDS ,produces; doesn't produce,,dreap,spill
climb,item_819,ACTION WORDS ,produces; doesn't produce,,climb,climb
dúisigh,item_820,ACTION WORDS ,produces; doesn't produce,,dúisigh,climb
wake,item_821,ACTION WORDS ,produces; doesn't produce,,wake,wake
oscail,item_822,ACTION WORDS ,produces; doesn't produce,,oscail,wake
open,item_823,ACTION WORDS ,produces; doesn't produce,,open,open
péinteáíl,item_824,ACTION WORDS ,produces; doesn't produce,,péinteáíl,open
paint,item_825,ACTION WORDS ,produces; doesn't produce,,paint,paint
pioc,item_826,ACTION WORDS ,produces; doesn't produce,,pioc,paint
pick,item_827,ACTION WORDS ,produces; doesn't produce,,pick,pick
póg,item_828,ACTION WORDS ,produces; doesn't produce,,póg,pick
kiss,item_829,ACTION WORDS ,produces; doesn't produce,,kiss,kiss
réab,item_830,ACTION WORDS ,produces; doesn't produce,,réab_srac_stróic,kiss
tear,item_831,ACTION WORDS ,produces; doesn't produce,,tear_rip,tear
rith,item_832,ACTION WORDS ,produces; doesn't produce,,rith,tear
run,item_833,ACTION WORDS ,produces; doesn't produce,,run,run
roinn,item_834,ACTION WORDS ,produces; doesn't produce,,roinn,run
share,item_835,ACTION WORDS ,produces; doesn't produce,,share,share
sceamh,item_836,ACTION WORDS ,produces; doesn't produce,,sceamh_tafann,share
bark,item_837,ACTION WORDS ,produces; doesn't produce,,bark,bark
brostaigh,item_838,ACTION WORDS ,produces; doesn't produce,,brostaigh_déindeifir,bark
hurry,item_839,ACTION WORDS ,produces; doesn't produce,,hurry,hurry
brúigh,item_840,ACTION WORDS ,produces; doesn't produce,,brúigh,hurry
push,item_841,ACTION WORDS ,produces; doesn't produce,,push,push
buaigh,item_842,ACTION WORDS ,produces; doesn't produce,,buaigh,push
win,item_843,ACTION WORDS ,produces; doesn't produce,,win,win
buail,item_844,ACTION WORDS ,produces; doesn't produce,,buail,win
hit,item_845,ACTION WORDS ,produces; doesn't produce,,hit,hit
bualadhbos,item_846,ACTION WORDS ,produces; doesn't produce,,bualadhbos,hit
clap,item_847,ACTION WORDS ,produces; doesn't produce,,clap,clap
cabhraigh,item_848,ACTION WORDS ,produces; doesn't produce,,cabhraigh,clap
help,item_849,ACTION WORDS ,produces; doesn't produce,,help,help
labhair,item_850,ACTION WORDS ,produces; doesn't produce,,labhair_caintigh,help
talk,item_851,ACTION WORDS ,produces; doesn't produce,,talk,talk
caith,item_852,ACTION WORDS ,produces; doesn't produce,,caith,talk
throw,item_853,ACTION WORDS ,produces; doesn't produce,,throw,throw
can,item_854,ACTION WORDS ,produces; doesn't produce,,can,throw
sing,item_855,ACTION WORDS ,produces; doesn't produce,,sing,sing
caoin,item_856,ACTION WORDS ,produces; doesn't produce,,caoin_goil,sing
cry,item_857,ACTION WORDS ,produces; doesn't produce,,cry,cry
cas,item_858,ACTION WORDS ,produces; doesn't produce,,cas_iompaigh,cry
turn,item_859,ACTION WORDS ,produces; doesn't produce,,turn,turn
ceannaigh,item_860,ACTION WORDS ,produces; doesn't produce,,ceannaigh,turn
buy,item_861,ACTION WORDS ,produces; doesn't produce,,buy,buy
ceap,item_862,ACTION WORDS ,produces; doesn't produce,,ceap_meas,buy
think,item_863,ACTION WORDS ,produces; doesn't produce,,think,think
ciceáil,item_864,ACTION WORDS ,produces; doesn't produce,,ciceáil,think
kick,item_865,ACTION WORDS ,produces; doesn't produce,,kick,kick
cigil,item_866,ACTION WORDS ,produces; doesn't produce,,cigil,kick
tickle,item_867,ACTION WORDS ,produces; doesn't produce,,tickle,tickle
cíor,item_868,ACTION WORDS ,produces; doesn't produce,,cíor,tickle
comb,item_869,ACTION WORDS ,produces; doesn't produce,,comb,comb
clois,item_870,ACTION WORDS ,produces; doesn't produce,,clois,comb
hear,item_871,ACTION WORDS ,produces; doesn't produce,,hear,hear
clúdaigh,item_872,ACTION WORDS ,produces; doesn't produce,,clúdaigh,hear
cover,item_873,ACTION WORDS ,produces; doesn't produce,,cover,cover
cnag,item_874,ACTION WORDS ,produces; doesn't produce,,cnag,cover
knock,item_875,ACTION WORDS ,produces; doesn't produce,,knock,knock
cócaráil,item_876,ACTION WORDS ,produces; doesn't produce,,cócaráil,knock
cook,item_877,ACTION WORDS ,produces; doesn't produce,,cook,cook
codail,item_878,ACTION WORDS ,produces; doesn't produce,,codail,cook
sleep,item_879,ACTION WORDS ,produces; doesn't produce,,sleep,sleep
coimeád,item_880,ACTION WORDS ,produces; doesn't produce,,coimeád_coinnigh,sleep
keep,item_881,ACTION WORDS ,produces; doesn't produce,,keep,keep
críochnaigh,item_882,ACTION WORDS ,produces; doesn't produce,,críochnaigh,keep
finish,item_883,ACTION WORDS ,produces; doesn't produce,,finish,finish
croith,item_884,ACTION WORDS ,produces; doesn't produce,,croith,finish
wave,item_885,ACTION WORDS ,produces; doesn't produce,,wave,wave
dún,item_886,ACTION WORDS ,produces; doesn't produce,,dún,wave
close,item_887,ACTION WORDS ,produces; doesn't produce,,close,close
éist,item_888,ACTION WORDS ,produces; doesn't produce,,éist,close
listen,item_889,ACTION WORDS ,produces; doesn't produce,,listen,listen
fág,item_890,ACTION WORDS ,produces; doesn't produce,,fág,listen
leave,item_891,ACTION WORDS ,produces; doesn't produce,,leave,leave
faigh,item_892,ACTION WORDS ,produces; doesn't produce,,faigh,leave
find,item_893,ACTION WORDS ,produces; doesn't produce,,find_get,find
fan,item_894,ACTION WORDS ,produces; doesn't produce,,fan,find
wait,item_895,ACTION WORDS ,produces; doesn't produce,,wait,wait
féach,item_896,ACTION WORDS ,produces; doesn't produce,,féach_breathnaigh,wait
look,item_897,ACTION WORDS ,produces; doesn't produce,,look,look
feic,item_898,ACTION WORDS ,produces; doesn't produce,,feic_cíonn,look
see,item_899,ACTION WORDS ,produces; doesn't produce,,see,see
gáir,item_900,ACTION WORDS ,produces; doesn't produce,,gáir,see
laugh,item_901,ACTION WORDS ,produces; doesn't produce,,laugh,laugh
gearr,item_902,ACTION WORDS ,produces; doesn't produce,,gearr,laugh
cut,item_903,ACTION WORDS ,produces; doesn't produce,,cut,cut
glan,item_904,ACTION WORDS ,produces; doesn't produce,,glan,cut
clean,item_905,ACTION WORDS ,produces; doesn't produce,,clean,clean
imir,item_906,ACTION WORDS ,produces; doesn't produce,,imir_agspraoi,clean
play,item_907,ACTION WORDS ,produces; doesn't produce,,play,play
inis,item_908,ACTION WORDS ,produces; doesn't produce,,inis,play
tell,item_909,ACTION WORDS ,produces; doesn't produce,,tell,tell
ith,item_910,ACTION WORDS ,produces; doesn't produce,,ith,tell
eat,item_911,ACTION WORDS ,produces; doesn't produce,,eat,eat
léigh,item_912,ACTION WORDS ,produces; doesn't produce,,léigh,eat
read,item_913,ACTION WORDS ,produces; doesn't produce,,read,read
léim,item_914,ACTION WORDS ,produces; doesn't produce,,léim,read
jump,item_915,ACTION WORDS ,produces; doesn't produce,,jump,jump
ligh,item_916,ACTION WORDS ,produces; doesn't produce,,ligh,jump
lick,item_917,ACTION WORDS ,produces; doesn't produce,,lick,lick
línigh,item_918,ACTION WORDS ,produces; doesn't produce,,línigh_tarraing,lick
draw,item_919,ACTION WORDS ,produces; doesn't produce,,draw,draw
luasc,item_920,ACTION WORDS ,produces; doesn't produce,,luasc,draw
swing,item_921,ACTION WORDS ,produces; doesn't produce,,swing,swing
luighsíos,item_922,ACTION WORDS ,produces; doesn't produce,,luighsíos,swing
liedown,item_923,ACTION WORDS ,produces; doesn't produce,,liedown,lie down
magadh,item_924,ACTION WORDS ,produces; doesn't produce,,magadh,lie down
joke,item_925,ACTION WORDS ,produces; doesn't produce,,joke,joke
miongháire,item_926,ACTION WORDS ,produces; doesn't produce,,miongháire,joke
smile,item_927,ACTION WORDS ,produces; doesn't produce,,smile,smile
nigh,item_928,ACTION WORDS ,produces; doesn't produce,,nigh,smile
wash,item_929,ACTION WORDS ,produces; doesn't produce,,wash,wash
oibrigh,item_930,ACTION WORDS ,produces; doesn't produce,,oibrigh,wash
work,item_931,ACTION WORDS ,produces; doesn't produce,,work,work
ól,item_932,ACTION WORDS ,produces; doesn't produce,,ól,work
drink,item_933,ACTION WORDS ,produces; doesn't produce,,drink,drink
sciorr,item_934,ACTION WORDS ,produces; doesn't produce,,sciorr_sleamhnaigh,drink
slide,item_935,ACTION WORDS ,produces; doesn't produce,,slide,slide
scríobh,item_936,ACTION WORDS ,produces; doesn't produce,,scríobh,slide
write,item_937,ACTION WORDS ,produces; doesn't produce,,write,write
scuab,item_938,ACTION WORDS ,produces; doesn't produce,,scuab,write
brush,item_939,ACTION WORDS ,produces; doesn't produce,,brush,brush
seas,item_940,ACTION WORDS ,produces; doesn't produce,,seas,brush
stand,item_941,ACTION WORDS ,produces; doesn't produce,,stand,stand
séid,item_942,ACTION WORDS ,produces; doesn't produce,,séid,stand
blow,item_943,ACTION WORDS ,produces; doesn't produce,,blow,blow
siúl,item_944,ACTION WORDS ,produces; doesn't produce,,siúl,blow
walk,item_945,ACTION WORDS ,produces; doesn't produce,,walk,walk
snámh,item_946,ACTION WORDS ,produces; doesn't produce,,snámh,walk
swim,item_947,ACTION WORDS ,produces; doesn't produce,,swim,swim
socraigh,item_948,ACTION WORDS ,produces; doesn't produce,,socraigh,swim
fix,item_949,ACTION WORDS ,produces; doesn't produce,,fix,fix
stad,item_950,ACTION WORDS ,produces; doesn't produce,,stad_stop,fix
stop,item_951,ACTION WORDS ,produces; doesn't produce,,stop,stop
steall,item_952,ACTION WORDS ,produces; doesn't produce,,steall_steanc,stop
splash,item_953,ACTION WORDS ,produces; doesn't produce,,splash,splash
suigh(síos),item_954,ACTION WORDS ,produces; doesn't produce,,suigh(síos),splash
sit(down),item_955,ACTION WORDS ,produces; doesn't produce,,sit(down),sit(down)
tabhair,item_956,ACTION WORDS ,produces; doesn't produce,,tabhair,sit(down)
give,item_957,ACTION WORDS ,produces; doesn't produce,,give_bring,give
taispeáin,item_958,ACTION WORDS ,produces; doesn't produce,,taispeáin,give
show,item_959,ACTION WORDS ,produces; doesn't produce,,show,show
tar,item_960,ACTION WORDS ,produces; doesn't produce,,tar_gabh,show
come,item_961,ACTION WORDS ,produces; doesn't produce,,come,come
tarraing,item_962,ACTION WORDS ,produces; doesn't produce,,tarraing,come
pull,item_963,ACTION WORDS ,produces; doesn't produce,,pull,pull
téigh,item_964,ACTION WORDS ,produces; doesn't produce,,téigh_imigh,pull
go,item_965,ACTION WORDS ,produces; doesn't produce,,go,go
tiomáin,item_966,ACTION WORDS ,produces; doesn't produce,,tiomáin,go
drive,item_967,ACTION WORDS ,produces; doesn't produce,,drive,drive
tit,item_968,ACTION WORDS ,produces; doesn't produce,,tit,drive
fall,item_969,ACTION WORDS ,produces; doesn't produce,,fall,fall
tóg,item_970,ACTION WORDS ,produces; doesn't produce,,tóg,fall
take,item_971,ACTION WORDS ,produces; doesn't produce,,take_build,take
tosaigh,item_972,ACTION WORDS ,produces; doesn't produce,,tosaigh,take
start,item_973,ACTION WORDS ,produces; doesn't produce,,start,start
triomaigh,item_974,ACTION WORDS ,produces; doesn't produce,,triomaigh,start
dry,item_975,ACTION WORDS ,produces; doesn't produce,,dry,dry
troid,item_976,ACTION WORDS ,produces; doesn't produce,,troid_bruíon,dry
fight,item_977,ACTION WORDS ,produces; doesn't produce,,fight,fight
tuig,item_978,ACTION WORDS ,produces; doesn't produce,,tuig,fight
understand,item_979,ACTION WORDS ,produces; doesn't produce,,understand,understand
ard,item_980,ACTION WORDS ,produces; doesn't produce,,ard,understand
high,item_981,DESCRIPTIVE WORDS,produces; doesn't produce,,high,high
báistí,item_982,DESCRIPTIVE WORDS,produces; doesn't produce,,báistí,high
rainy,item_983,DESCRIPTIVE WORDS,produces; doesn't produce,,rainy,rainy
bán,item_984,DESCRIPTIVE WORDS,produces; doesn't produce,,bán,rainy
white,item_985,DESCRIPTIVE WORDS,produces; doesn't produce,,white,white
beag,item_986,DESCRIPTIVE WORDS,produces; doesn't produce,,beag,white
small,item_987,DESCRIPTIVE WORDS,produces; doesn't produce,,small,small
bídeach,item_988,DESCRIPTIVE WORDS,produces; doesn't produce,,bídeach,small
tiny,item_989,DESCRIPTIVE WORDS,produces; doesn't produce,,tiny,tiny
bocht,item_990,DESCRIPTIVE WORDS,produces; doesn't produce,,bocht,tiny
poor,item_991,DESCRIPTIVE WORDS,produces; doesn't produce,,poor,poor
bog,item_992,DESCRIPTIVE WORDS,produces; doesn't produce,,bog,poor
soft,item_993,DESCRIPTIVE WORDS,produces; doesn't produce,,soft,soft
briste,item_994,DESCRIPTIVE WORDS,produces; doesn't produce,,briste,soft
broken,item_995,DESCRIPTIVE WORDS,produces; doesn't produce,,broken,broken
brónach,item_996,DESCRIPTIVE WORDS,produces; doesn't produce,,brónach,broken
sad,item_997,DESCRIPTIVE WORDS,produces; doesn't produce,,sad,sad
buí,item_998,DESCRIPTIVE WORDS,produces; doesn't produce,,buí,sad
yellow,item_999,DESCRIPTIVE WORDS,produces; doesn't produce,,yellow,yellow
céad,item_1000,DESCRIPTIVE WORDS,produces; doesn't produce,,céad,yellow
first,item_1001,DESCRIPTIVE WORDS,produces; doesn't produce,,first,first
ceomhar,item_1002,DESCRIPTIVE WORDS,produces; doesn't produce,,ceomhar,first
foggy,item_1003,DESCRIPTIVE WORDS,produces; doesn't produce,,foggy,foggy
cineálta,item_1004,DESCRIPTIVE WORDS,produces; doesn't produce,,cineálta,foggy
kind,item_1005,DESCRIPTIVE WORDS,produces; doesn't produce,,kind,kind
ciúin,item_1006,DESCRIPTIVE WORDS,produces; doesn't produce,,ciúin,kind
quiet,item_1007,DESCRIPTIVE WORDS,produces; doesn't produce,,quiet,quiet
corcra,item_1008,DESCRIPTIVE WORDS,produces; doesn't produce,,corcra,quiet
purple,item_1009,DESCRIPTIVE WORDS,produces; doesn't produce,,purple,purple
crua,item_1010,DESCRIPTIVE WORDS,produces; doesn't produce,,crua_deacair,purple
hard,item_1011,DESCRIPTIVE WORDS,produces; doesn't produce,,hard,hard
cúramach,item_1012,DESCRIPTIVE WORDS,produces; doesn't produce,,cúramach,hard
careful,item_1013,DESCRIPTIVE WORDS,produces; doesn't produce,,careful,careful
dána,item_1014,DESCRIPTIVE WORDS,produces; doesn't produce,,dána,careful
bold,item_1015,DESCRIPTIVE WORDS,produces; doesn't produce,,bold,bold
dearg,item_1016,DESCRIPTIVE WORDS,produces; doesn't produce,,dearg,bold
red,item_1017,DESCRIPTIVE WORDS,produces; doesn't produce,,red,red
deireanach,item_1018,DESCRIPTIVE WORDS,produces; doesn't produce,,deireanach,red
last,item_1019,DESCRIPTIVE WORDS,produces; doesn't produce,,last,last
gortaithe,item_1020,DESCRIPTIVE WORDS,produces; doesn't produce,,gortaithe,last
hurt,item_1021,DESCRIPTIVE WORDS,produces; doesn't produce,,hurt,hurt
deas,item_1022,DESCRIPTIVE WORDS,produces; doesn't produce,,deas,hurt
nice,item_1023,DESCRIPTIVE WORDS,produces; doesn't produce,,nice,nice
déanta,item_1024,DESCRIPTIVE WORDS,produces; doesn't produce,,déanta,nice
finished,item_1025,DESCRIPTIVE WORDS,produces; doesn't produce,,finished,finished
donn,item_1026,DESCRIPTIVE WORDS,produces; doesn't produce,,donn,finished
brown,item_1027,DESCRIPTIVE WORDS,produces; doesn't produce,,brown,brown
dorcha,item_1028,DESCRIPTIVE WORDS,produces; doesn't produce,,dorcha,brown
dark,item_1029,DESCRIPTIVE WORDS,produces; doesn't produce,,dark,dark
dubh,item_1030,DESCRIPTIVE WORDS,produces; doesn't produce,,dubh,dark
black,item_1031,DESCRIPTIVE WORDS,produces; doesn't produce,,black,black
(ina)codladh,item_1032,DESCRIPTIVE WORDS,produces; doesn't produce,,(ina)codladh,black
asleep,item_1033,DESCRIPTIVE WORDS,produces; doesn't produce,,asleep,asleep
(ina)dúiseacht,item_1034,DESCRIPTIVE WORDS,produces; doesn't produce,,(ina)dúiseacht,asleep
awake,item_1035,DESCRIPTIVE WORDS,produces; doesn't produce,,awake,awake
éadrom,item_1036,DESCRIPTIVE WORDS,produces; doesn't produce,,éadrom,awake
light,item_1037,DESCRIPTIVE WORDS,produces; doesn't produce,,light,light
eaglach,item_1038,DESCRIPTIVE WORDS,produces; doesn't produce,,eaglach_scanraithe,light
scared,item_1039,DESCRIPTIVE WORDS,produces; doesn't produce,,scared,scared
fada,item_1040,DESCRIPTIVE WORDS,produces; doesn't produce,,fada,scared
long,item_1041,DESCRIPTIVE WORDS,produces; doesn't produce,,long,long
feargach,item_1042,DESCRIPTIVE WORDS,produces; doesn't produce,,feargach_crosta_olc,long
angry,item_1043,DESCRIPTIVE WORDS,produces; doesn't produce,,angry_cross,angry
(is)fearr,item_1044,DESCRIPTIVE WORDS,produces; doesn't produce,,(is)fearr,angry
prefer,item_1045,DESCRIPTIVE WORDS,produces; doesn't produce,,prefer,prefer
fliuch,item_1046,DESCRIPTIVE WORDS,produces; doesn't produce,,fliuch,prefer
wet,item_1047,DESCRIPTIVE WORDS,produces; doesn't produce,,wet,wet
folamh,item_1048,DESCRIPTIVE WORDS,produces; doesn't produce,,folamh,wet
empty,item_1049,DESCRIPTIVE WORDS,produces; doesn't produce,,empty,empty
fuar,item_1050,DESCRIPTIVE WORDS,produces; doesn't produce,,fuar,empty
cold,item_1051,DESCRIPTIVE WORDS,produces; doesn't produce,,cold,cold
gaofar,item_1052,DESCRIPTIVE WORDS,produces; doesn't produce,,gaofar,cold
